Location.Country|Location.Region|Location.Altitude.Average|Year|Data.Type.Species|Data.Scores.Total
Nicaragua|jalapa|915|2010|Arabica|60
Mexico|oriente|232|2015|Robusta|73
Sumatra|kiambu|828|2014|Arabica|80
Colombia|san marcos|531|2013|Arabica|80
Ethiopia|kiambu|596|2018|Arabica|68
Peru|kiambu|657|2013|Arabica|72
Guatemala|ocotepeque|413|2018|Robusta|78
Colombia|vercruz|824|2016|Robusta|79
Ethiopia|huehuetenango|8|2016|Arabica|76
Peru|kiambu|1597|2015|Arabica|70
Colombia|huehuetenango|688|2014|Robusta|83
Colombia|huehuetenango|24|2011|Arabica|60
Colombia|oriente|29|2014|Arabica|72
Ethiopia|ocotepeque|366|2014|Arabica|77
India|santa rosa|1060|2013|Arabica|69
Peru|huehuetenango|913|2014|Arabica|82
Mexico|vercruz|1276|2012|Arabica|72
Nicaragua|kiambu|999|2016|Arabica|68
Nicaragua|santa rosa|1120|2018|Arabica|67
Vietnam|vercruz|111|2015|Arabica|89
Ethiopia|huehuetenango|817|2012|Arabica|90
Colombia|vercruz|41|2018|Arabica|71
Ethiopia|kiambu|173|2011|Arabica|63
India|oriente|805|2016|Arabica|81
Ethiopia|jalapa|212|2014|Arabica|77
Sumatra|oriente|1029|2015|Arabica|68
India|kiambu|1974|2016|Arabica|67
Peru|oriente|1687|2010|Arabica|88
Ethiopia|vercruz|96|2010|Arabica|74
India|santa rosa|1358|2018|Arabica|61
Colombia|comayagua|376|2018|Arabica|82
Mexico|san marcos|1894|2010|Arabica|63
Guatemala|vercruz|338|2014|Arabica|73
Mexico|huehuetenango|1315|2018|Arabica|72
Sumatra|vercruz|1841|2013|Arabica|89
Sumatra|comayagua|1347|2011|Arabica|84
Ethiopia|dala|1628|2013|Arabica|85
Peru|vercruz|1148|2018|Robusta|76
Nicaragua|santa rosa|1203|2012|Arabica|64
Ethiopia|dala|1148|2010|Arabica|88
Guatemala|ocotepeque|1847|2017|Arabica|65
Peru|comayagua|1125|2011|Arabica|71
Brazil|oriente|1549|2014|Arabica|60
Guatemala|kiambu|1156|2016|Arabica|77
Guatemala|santa rosa|1462|2018|Arabica|75
Peru|oriente|237|2011|Arabica|77
Sumatra|vercruz|346|2014|Arabica|90
Colombia|santa rosa|306|2011|Arabica|86
India|comayagua|1227|2017|Arabica|63
Vietnam|comayagua|1199|2010|Arabica|85
India|kiambu|1115|2010|Arabica|86
Ethiopia|kiambu|265|2017|Arabica|60
Vietnam|san marcos|1005|2017|Arabica|90
Colombia|dala|899|2011|Arabica|68
Ethiopia|santa rosa|1210|2012|Arabica|64
Peru|san marcos|448|2018|Arabica|90
Colombia|ocotepeque|1992|2014|Arabica|63
Ethiopia|comayagua|1336|2018|Arabica|90
Guatemala|san marcos|106|2016|Arabica|62
Peru|huehuetenango|1430|2010|Robusta|69
Vietnam|san marcos|737|2014|Arabica|78
Ethiopia|ocotepeque|1587|2014|Arabica|72
Peru|santa rosa|1709|2014|Arabica|66
India|kiambu|1204|2011|Arabica|74
Sumatra|san marcos|169|2015|Arabica|66
Peru|ocotepeque|1025|2015|Arabica|62
Mexico|santa rosa|624|2011|Arabica|76
Colombia|vercruz|389|2018|Arabica|72
India|oriente|469|2013|Arabica|83
Sumatra|comayagua|1551|2016|Arabica|61
Nicaragua|jalapa|1397|2014|Arabica|84
Guatemala|oriente|1772|2014|Arabica|61
Nicaragua|santa rosa|1458|2014|Robusta|76
Sumatra|kiambu|101|2018|Arabica|61
Mexico|dala|1087|2018|Arabica|71
Colombia|comayagua|346|2015|Arabica|77
Mexico|dala|983|2010|Arabica|72
Peru|ocotepeque|154|2015|Arabica|73
Vietnam|santa rosa|1435|2014|Robusta|90
Peru|jalapa|315|2015|Arabica|86
Nicaragua|ocotepeque|1455|2010|Arabica|60
Peru|ocotepeque|1245|2015|Arabica|85
Colombia|dala|1691|2018|Arabica|86
Mexico|san marcos|1562|2016|Robusta|88
Colombia|vercruz|1370|2010|Arabica|65
India|vercruz|1199|2012|Arabica|71
Colombia|vercruz|1153|2017|Arabica|89
Nicaragua|kiambu|1124|2017|Arabica|63
India|jalapa|809|2017|Arabica|90
Colombia|ocotepeque|452|2010|Arabica|70
Vietnam|huehuetenango|1128|2015|Arabica|80
Peru|vercruz|1940|2015|Arabica|80
Brazil|oriente|771|2015|Arabica|77
Colombia|ocotepeque|390|2013|Arabica|64
India|ocotepeque|774|2015|Arabica|79
Ethiopia|oriente|929|2016|Arabica|86
Colombia|ocotepeque|1403|2012|Arabica|88
Nicaragua|jalapa|1437|2010|Arabica|81
Vietnam|ocotepeque|799|2014|Arabica|67
Brazil|comayagua|1477|2018|Arabica|82
Nicaragua|comayagua|1241|2010|Arabica|77
Guatemala|kiambu|586|2013|Arabica|64
Colombia|oriente|193|2016|Arabica|74
Sumatra|ocotepeque|151|2014|Arabica|84
Colombia|jalapa|679|2012|Arabica|90
Vietnam|santa rosa|82|2018|Robusta|68
Nicaragua|jalapa|112|2011|Arabica|73
Colombia|dala|1149|2010|Arabica|81
Guatemala|jalapa|692|2012|Arabica|63
Mexico|santa rosa|629|2010|Arabica|89
Nicaragua|santa rosa|518|2010|Arabica|75
Nicaragua|san marcos|655|2012|Arabica|74
Vietnam|kiambu|1255|2016|Arabica|75
Peru|santa rosa|572|2012|Arabica|75
Peru|huehuetenango|1676|2012|Arabica|61
Nicaragua|vercruz|771|2012|Arabica|65
Mexico|san marcos|1826|2010|Robusta|89
Peru|san marcos|426|2014|Arabica|80
Mexico|san marcos|1479|2011|Robusta|90
Sumatra|oriente|1321|2016|Arabica|79
Ethiopia|jalapa|1508|2014|Arabica|80
Peru|ocotepeque|366|2018|Robusta|85
Sumatra|santa rosa|372|2018|Robusta|71
Ethiopia|san marcos|814|2017|Arabica|76
Sumatra|oriente|530|2012|Arabica|90
Peru|san marcos|451|2018|Arabica|89
Ethiopia|comayagua|536|2013|Arabica|67
Nicaragua|santa rosa|1534|2014|Arabica|75
Vietnam|huehuetenango|1679|2014|Robusta|75
Peru|kiambu|1885|2018|Arabica|74
Brazil|dala|1505|2018|Arabica|76
Ethiopia|comayagua|502|2014|Robusta|67
Brazil|ocotepeque|432|2014|Arabica|90
Sumatra|comayagua|1992|2010|Arabica|78
Ethiopia|comayagua|1285|2013|Arabica|67
Nicaragua|san marcos|114|2015|Arabica|79
Mexico|san marcos|918|2010|Arabica|84
Guatemala|jalapa|1247|2012|Arabica|88
Nicaragua|santa rosa|1277|2012|Arabica|61
Sumatra|vercruz|1544|2012|Arabica|60
Nicaragua|kiambu|1056|2013|Arabica|69
Sumatra|jalapa|1836|2016|Arabica|70
Vietnam|dala|46|2010|Arabica|61
Peru|kiambu|1231|2017|Arabica|79
Peru|san marcos|737|2018|Arabica|71
Mexico|santa rosa|1732|2012|Arabica|61
Ethiopia|santa rosa|52|2011|Robusta|74
Ethiopia|vercruz|1522|2014|Arabica|61
Sumatra|huehuetenango|1762|2011|Arabica|90
Peru|huehuetenango|540|2012|Arabica|84
Colombia|santa rosa|1771|2016|Arabica|79
Colombia|oriente|1066|2014|Arabica|90
Nicaragua|dala|1322|2014|Arabica|61
Sumatra|san marcos|951|2017|Arabica|79
Vietnam|vercruz|1981|2015|Arabica|64
Colombia|huehuetenango|1945|2012|Arabica|86
Mexico|oriente|958|2012|Arabica|88
Sumatra|kiambu|706|2013|Arabica|62
Nicaragua|dala|1937|2017|Arabica|76
Ethiopia|vercruz|1939|2013|Arabica|83
Ethiopia|vercruz|725|2016|Arabica|68
India|jalapa|1631|2015|Robusta|76
Colombia|ocotepeque|904|2013|Arabica|69
Brazil|oriente|505|2014|Arabica|89
Nicaragua|kiambu|891|2018|Arabica|74
Ethiopia|comayagua|321|2017|Arabica|85
Nicaragua|santa rosa|1890|2018|Robusta|66
Peru|dala|1884|2013|Arabica|70
Vietnam|santa rosa|1933|2016|Arabica|63
Brazil|san marcos|1173|2018|Arabica|63
Brazil|oriente|1578|2017|Arabica|88
Colombia|kiambu|1373|2016|Arabica|87
Nicaragua|dala|1391|2016|Arabica|67
Guatemala|dala|186|2014|Arabica|83
Vietnam|san marcos|650|2014|Arabica|77
Brazil|dala|137|2014|Arabica|76
Ethiopia|huehuetenango|1542|2016|Robusta|71
Guatemala|vercruz|922|2015|Arabica|73
Peru|comayagua|1430|2017|Arabica|62
Ethiopia|ocotepeque|1282|2013|Arabica|68
Brazil|kiambu|1793|2015|Arabica|79
Guatemala|oriente|1313|2012|Arabica|75
Brazil|comayagua|156|2012|Arabica|77
Brazil|san marcos|390|2013|Arabica|83
India|san marcos|463|2012|Arabica|89
Nicaragua|san marcos|1333|2010|Arabica|61
Ethiopia|kiambu|315|2014|Arabica|86
India|ocotepeque|582|2013|Arabica|79
Nicaragua|dala|1833|2015|Arabica|63
Brazil|santa rosa|1443|2015|Robusta|67
India|comayagua|939|2015|Arabica|73
Colombia|san marcos|1765|2015|Arabica|61
Guatemala|ocotepeque|762|2018|Arabica|74
India|comayagua|1312|2012|Arabica|67
India|kiambu|1766|2018|Arabica|76
Sumatra|vercruz|659|2015|Robusta|69
Mexico|jalapa|34|2010|Arabica|60
Mexico|san marcos|945|2011|Arabica|62
Ethiopia|huehuetenango|463|2011|Arabica|61
Sumatra|dala|466|2012|Arabica|86
Vietnam|jalapa|452|2017|Arabica|64
Guatemala|kiambu|389|2012|Arabica|70
Nicaragua|santa rosa|97|2010|Arabica|66
India|vercruz|1495|2017|Robusta|77
India|oriente|1333|2011|Arabica|84
Guatemala|jalapa|126|2014|Arabica|87
Ethiopia|dala|649|2010|Arabica|74
Sumatra|santa rosa|390|2013|Arabica|62
Ethiopia|dala|184|2012|Arabica|86
Colombia|jalapa|1942|2018|Arabica|89
Brazil|jalapa|418|2014|Arabica|67
Sumatra|comayagua|355|2013|Arabica|85
Guatemala|comayagua|1569|2014|Arabica|87
Nicaragua|santa rosa|675|2012|Arabica|78
Colombia|san marcos|1193|2014|Arabica|78
Ethiopia|santa rosa|1067|2010|Arabica|69
India|huehuetenango|1486|2015|Robusta|74
Brazil|oriente|1385|2018|Arabica|79
Sumatra|san marcos|768|2013|Arabica|85
Mexico|jalapa|1811|2018|Arabica|84
Nicaragua|ocotepeque|1738|2010|Arabica|90
Colombia|vercruz|1295|2014|Arabica|62
Colombia|dala|0|2010|Arabica|75
Sumatra|dala|94|2014|Arabica|86
Nicaragua|vercruz|1909|2017|Arabica|84
Mexico|jalapa|165|2012|Arabica|68
Peru|ocotepeque|754|2016|Arabica|83
Colombia|vercruz|1087|2014|Arabica|72
Guatemala|comayagua|971|2016|Arabica|70
India|ocotepeque|632|2012|Arabica|79
Ethiopia|oriente|1385|2013|Arabica|62
Ethiopia|ocotepeque|422|2016|Arabica|69
Brazil|comayagua|1967|2016|Arabica|87
Mexico|vercruz|1301|2010|Arabica|75
Vietnam|huehuetenango|545|2018|Arabica|88
Colombia|jalapa|823|2015|Arabica|85
Colombia|vercruz|1364|2014|Arabica|85
Nicaragua|kiambu|1279|2016|Arabica|63
Vietnam|oriente|717|2018|Arabica|85
Vietnam|comayagua|1315|2011|Arabica|82
Mexico|comayagua|1017|2011|Arabica|79
Sumatra|san marcos|257|2011|Arabica|82
Sumatra|oriente|1693|2010|Arabica|64
Guatemala|ocotepeque|332|2014|Arabica|74
Colombia|vercruz|1075|2017|Arabica|76
Colombia|kiambu|166|2013|Arabica|76
Brazil|huehuetenango|640|2013|Robusta|67
Brazil|kiambu|1328|2017|Arabica|85
Brazil|santa rosa|369|2013|Arabica|65
Sumatra|comayagua|466|2014|Arabica|87
Colombia|comayagua|1927|2010|Arabica|84
Colombia|huehuetenango|1311|2017|Arabica|78
Brazil|kiambu|1351|2017|Arabica|77
Peru|dala|896|2014|Arabica|73
Mexico|comayagua|1260|2017|Arabica|81
Sumatra|huehuetenango|148|2011|Arabica|76
Sumatra|ocotepeque|257|2011|Arabica|75
Peru|huehuetenango|242|2018|Arabica|79
Nicaragua|santa rosa|1424|2016|Arabica|78
Vietnam|san marcos|1458|2017|Arabica|68
Vietnam|oriente|1823|2015|Arabica|63
Peru|jalapa|1852|2016|Arabica|78
Guatemala|huehuetenango|1129|2017|Arabica|62
Vietnam|oriente|1381|2014|Arabica|67
Ethiopia|ocotepeque|111|2018|Arabica|74
Ethiopia|vercruz|56|2014|Arabica|63
Mexico|ocotepeque|1960|2016|Arabica|62
India|comayagua|915|2013|Arabica|70
Vietnam|jalapa|1246|2014|Arabica|62
Brazil|comayagua|1054|2013|Arabica|60
Guatemala|vercruz|966|2011|Arabica|87
Ethiopia|dala|1390|2014|Arabica|81
Mexico|dala|1429|2011|Arabica|86
Sumatra|dala|1240|2014|Arabica|82
Colombia|comayagua|1941|2018|Arabica|86
Ethiopia|san marcos|856|2016|Arabica|76
Ethiopia|kiambu|598|2017|Arabica|84
Brazil|san marcos|388|2015|Arabica|78
Sumatra|jalapa|1636|2016|Arabica|84
Sumatra|comayagua|1160|2013|Arabica|61
Sumatra|san marcos|1310|2011|Arabica|62
Brazil|ocotepeque|619|2017|Arabica|69
Nicaragua|kiambu|184|2017|Arabica|86
Guatemala|santa rosa|63|2012|Arabica|61
Nicaragua|huehuetenango|476|2012|Arabica|86
Brazil|dala|786|2012|Arabica|72
Nicaragua|oriente|1935|2012|Arabica|66
Peru|ocotepeque|365|2013|Arabica|81
Peru|santa rosa|626|2016|Arabica|88
India|san marcos|520|2012|Arabica|78
Sumatra|comayagua|1744|2018|Robusta|80
Colombia|huehuetenango|385|2017|Arabica|65
Sumatra|ocotepeque|700|2011|Arabica|61
Colombia|kiambu|878|2011|Arabica|66
India|ocotepeque|1918|2010|Arabica|83
Nicaragua|santa rosa|285|2012|Arabica|80
Colombia|comayagua|937|2018|Arabica|62
Brazil|jalapa|1777|2018|Arabica|84
Mexico|santa rosa|1460|2014|Arabica|62
Vietnam|kiambu|790|2010|Arabica|60
Nicaragua|dala|565|2011|Arabica|62
India|santa rosa|1749|2015|Arabica|61
Brazil|comayagua|364|2017|Robusta|83
Sumatra|oriente|1980|2011|Arabica|63
Sumatra|santa rosa|1503|2015|Arabica|73
Peru|kiambu|753|2010|Arabica|69
Nicaragua|jalapa|1428|2010|Arabica|80
Ethiopia|dala|1495|2014|Arabica|68
Brazil|ocotepeque|1754|2013|Arabica|81
Sumatra|oriente|411|2015|Arabica|83
Vietnam|san marcos|807|2015|Arabica|68
Vietnam|santa rosa|527|2018|Arabica|85
Guatemala|ocotepeque|1954|2017|Robusta|68
Ethiopia|santa rosa|162|2014|Arabica|89
Vietnam|jalapa|461|2018|Arabica|87
Sumatra|dala|418|2014|Arabica|89
Nicaragua|huehuetenango|12|2016|Arabica|87
Sumatra|san marcos|929|2013|Arabica|71
Mexico|vercruz|564|2013|Arabica|65
Sumatra|santa rosa|1227|2013|Arabica|71
India|dala|652|2012|Arabica|70
Nicaragua|vercruz|706|2014|Arabica|79
Mexico|oriente|222|2018|Arabica|61
Peru|dala|945|2017|Arabica|68
Nicaragua|oriente|1925|2014|Arabica|77
Mexico|kiambu|1600|2012|Arabica|84
Colombia|ocotepeque|1047|2014|Arabica|76
Guatemala|comayagua|1437|2014|Arabica|68
Sumatra|kiambu|1889|2011|Arabica|65
Guatemala|santa rosa|1472|2017|Arabica|63
Sumatra|vercruz|1482|2013|Arabica|88
Guatemala|dala|1814|2013|Arabica|77
Ethiopia|oriente|751|2014|Arabica|90
India|vercruz|105|2017|Arabica|66
Colombia|oriente|1640|2016|Arabica|89
Vietnam|oriente|770|2010|Arabica|79
Ethiopia|ocotepeque|542|2014|Arabica|61
Peru|kiambu|841|2010|Arabica|77
Ethiopia|jalapa|1764|2017|Arabica|84
Vietnam|san marcos|140|2015|Arabica|86
Vietnam|ocotepeque|1983|2016|Arabica|69
Brazil|comayagua|151|2010|Arabica|60
India|comayagua|490|2012|Arabica|65
Vietnam|kiambu|32|2010|Arabica|70
Ethiopia|vercruz|1078|2018|Arabica|80
Vietnam|santa rosa|1930|2013|Arabica|74
Vietnam|oriente|1930|2017|Arabica|77
Ethiopia|san marcos|1663|2012|Arabica|83
Peru|huehuetenango|993|2015|Arabica|64
Guatemala|huehuetenango|71|2016|Arabica|75
Guatemala|kiambu|700|2018|Arabica|63
Brazil|vercruz|1240|2014|Arabica|62
Nicaragua|huehuetenango|1481|2013|Arabica|77
Sumatra|vercruz|389|2014|Arabica|73
Mexico|jalapa|498|2016|Arabica|89
Peru|san marcos|1003|2016|Arabica|60
Guatemala|jalapa|1951|2016|Arabica|66
Nicaragua|oriente|647|2017|Arabica|70
Sumatra|vercruz|748|2015|Arabica|73
India|oriente|1614|2011|Arabica|83
Vietnam|ocotepeque|1599|2013|Robusta|74
Mexico|comayagua|1512|2013|Arabica|88
Vietnam|ocotepeque|1199|2014|Arabica|67
Nicaragua|santa rosa|213|2012|Arabica|80
Ethiopia|jalapa|270|2014|Arabica|80
Peru|kiambu|681|2015|Arabica|74
Mexico|san marcos|1801|2017|Arabica|75
Nicaragua|jalapa|1005|2013|Arabica|76
Nicaragua|jalapa|471|2012|Arabica|82
Brazil|santa rosa|570|2018|Arabica|70
Mexico|santa rosa|245|2012|Robusta|86
Mexico|kiambu|281|2016|Arabica|72
Vietnam|kiambu|288|2018|Arabica|90
Mexico|vercruz|183|2010|Arabica|73
Guatemala|santa rosa|1325|2010|Arabica|82
Guatemala|jalapa|541|2014|Arabica|89
Brazil|huehuetenango|162|2018|Arabica|70
Colombia|jalapa|1777|2014|Arabica|73
Colombia|huehuetenango|370|2018|Arabica|85
Vietnam|dala|1474|2010|Arabica|71
Guatemala|dala|1961|2011|Arabica|79
Nicaragua|vercruz|585|2018|Arabica|86
Nicaragua|kiambu|652|2015|Arabica|63
India|huehuetenango|1219|2010|Arabica|82
Peru|dala|935|2011|Arabica|69
Guatemala|kiambu|1622|2015|Arabica|65
India|san marcos|708|2011|Arabica|64
Colombia|comayagua|86|2015|Arabica|75
Nicaragua|san marcos|111|2016|Arabica|74
India|kiambu|278|2018|Robusta|62
Guatemala|san marcos|768|2012|Arabica|82
Vietnam|oriente|971|2012|Arabica|79
Guatemala|kiambu|700|2014|Arabica|65
India|san marcos|624|2017|Arabica|86
Nicaragua|vercruz|902|2014|Arabica|80
Ethiopia|santa rosa|229|2014|Arabica|61
Vietnam|oriente|1240|2013|Arabica|71
Nicaragua|jalapa|1668|2014|Robusta|72
Sumatra|comayagua|1302|2017|Arabica|89
Vietnam|vercruz|1976|2012|Arabica|67
Vietnam|huehuetenango|318|2017|Arabica|60
Vietnam|san marcos|1298|2011|Arabica|79
Sumatra|huehuetenango|1124|2013|Arabica|77
Guatemala|huehuetenango|1497|2016|Robusta|80
India|oriente|307|2016|Arabica|65
Vietnam|oriente|1358|2018|Arabica|86
Guatemala|san marcos|1318|2016|Arabica|68
Brazil|huehuetenango|1972|2010|Arabica|90
Ethiopia|oriente|38|2011|Arabica|89
Nicaragua|santa rosa|1721|2015|Arabica|79
Sumatra|santa rosa|162|2013|Arabica|88
Brazil|santa rosa|1251|2016|Arabica|67
India|comayagua|953|2010|Arabica|73
Brazil|vercruz|329|2017|Arabica|75
Nicaragua|huehuetenango|995|2014|Arabica|88
India|dala|1208|2018|Arabica|82
Sumatra|kiambu|1701|2013|Arabica|84
Sumatra|huehuetenango|929|2012|Arabica|84
Vietnam|huehuetenango|1164|2011|Arabica|80
Ethiopia|oriente|170|2015|Robusta|79
Peru|ocotepeque|745|2012|Robusta|87
Guatemala|kiambu|1459|2017|Arabica|75
Peru|jalapa|821|2018|Arabica|85
Sumatra|comayagua|467|2012|Arabica|76
India|huehuetenango|1093|2018|Arabica|70
Sumatra|comayagua|1272|2018|Arabica|85
Guatemala|oriente|723|2015|Arabica|62
Colombia|kiambu|1075|2013|Arabica|87
Ethiopia|kiambu|1221|2016|Arabica|80
Nicaragua|vercruz|575|2016|Arabica|90
Peru|ocotepeque|744|2013|Robusta|78
Vietnam|huehuetenango|576|2018|Arabica|69
Nicaragua|comayagua|1977|2011|Arabica|73
Vietnam|jalapa|1990|2014|Arabica|83
Vietnam|oriente|148|2014|Arabica|72
Peru|oriente|172|2012|Arabica|82
Mexico|dala|1351|2016|Arabica|71
Brazil|santa rosa|401|2014|Arabica|62
Brazil|dala|1128|2010|Arabica|81
Guatemala|dala|1464|2016|Robusta|68
Nicaragua|ocotepeque|1129|2012|Arabica|67
Peru|huehuetenango|539|2010|Robusta|79
Ethiopia|oriente|760|2016|Arabica|87
Peru|comayagua|1300|2010|Arabica|64
India|oriente|149|2017|Arabica|64
Colombia|oriente|31|2010|Arabica|77
Mexico|san marcos|948|2012|Arabica|78
Vietnam|dala|277|2015|Arabica|80
Colombia|san marcos|526|2010|Arabica|84
Mexico|comayagua|14|2011|Robusta|68
Vietnam|oriente|1408|2014|Arabica|89
Colombia|santa rosa|1607|2015|Arabica|61
Guatemala|ocotepeque|707|2011|Arabica|81
India|vercruz|869|2011|Arabica|74
Nicaragua|san marcos|1230|2018|Arabica|89
India|san marcos|668|2017|Arabica|70
Peru|san marcos|156|2014|Arabica|74
Peru|ocotepeque|250|2016|Arabica|80
India|kiambu|1139|2012|Arabica|74
Nicaragua|san marcos|1437|2010|Arabica|84
India|oriente|1974|2016|Arabica|73
Ethiopia|kiambu|210|2018|Arabica|69
Nicaragua|comayagua|1499|2014|Arabica|64
Ethiopia|comayagua|673|2013|Arabica|66
Colombia|dala|1860|2012|Arabica|65
Peru|oriente|986|2011|Arabica|70
Peru|dala|26|2013|Arabica|72
Nicaragua|comayagua|477|2015|Arabica|77
India|jalapa|1413|2011|Robusta|84
Vietnam|comayagua|742|2017|Arabica|76
Ethiopia|huehuetenango|1829|2011|Arabica|73
Guatemala|comayagua|1759|2018|Arabica|71
Brazil|comayagua|1846|2016|Arabica|60
India|ocotepeque|305|2016|Robusta|78
Guatemala|oriente|1881|2017|Arabica|76
Vietnam|oriente|1920|2013|Arabica|69
Guatemala|huehuetenango|1166|2017|Arabica|79
Colombia|comayagua|1371|2016|Arabica|90
Colombia|kiambu|1438|2014|Arabica|74
Colombia|vercruz|304|2010|Arabica|63
Colombia|jalapa|1596|2010|Arabica|77
Brazil|kiambu|996|2015|Arabica|64
Colombia|huehuetenango|1224|2014|Arabica|89
Brazil|jalapa|1149|2014|Arabica|62
Colombia|dala|316|2011|Robusta|73
Mexico|ocotepeque|1513|2012|Arabica|85
Ethiopia|san marcos|994|2013|Arabica|69
Peru|vercruz|696|2013|Arabica|86
Sumatra|santa rosa|1288|2012|Arabica|66
Colombia|dala|1076|2016|Arabica|86
Brazil|comayagua|850|2010|Arabica|81
Vietnam|san marcos|1896|2015|Arabica|63
Nicaragua|comayagua|1334|2017|Arabica|70
Vietnam|oriente|794|2014|Arabica|85
Nicaragua|dala|1508|2015|Robusta|85
Brazil|huehuetenango|71|2014|Arabica|76
Colombia|santa rosa|1909|2017|Arabica|73
Vietnam|vercruz|474|2014|Arabica|61
Mexico|santa rosa|980|2010|Arabica|75
Brazil|san marcos|1361|2017|Arabica|77
Vietnam|ocotepeque|1225|2011|Arabica|74
Peru|santa rosa|1572|2010|Arabica|86
Mexico|oriente|598|2015|Arabica|60
Guatemala|comayagua|135|2018|Robusta|62
Sumatra|oriente|262|2016|Arabica|77
Nicaragua|santa rosa|112|2017|Arabica|85
Colombia|jalapa|1064|2016|Arabica|90
Colombia|jalapa|1292|2012|Robusta|85
India|oriente|1856|2014|Arabica|90
Mexico|dala|562|2018|Arabica|66
Ethiopia|comayagua|1321|2010|Arabica|88
Vietnam|san marcos|409|2015|Arabica|67
Brazil|kiambu|472|2016|Arabica|84
Mexico|ocotepeque|1342|2017|Arabica|61
India|oriente|660|2012|Arabica|64
Guatemala|santa rosa|1107|2018|Arabica|69
Sumatra|kiambu|935|2010|Robusta|89
Vietnam|kiambu|1141|2013|Arabica|85
Sumatra|vercruz|523|2013|Arabica|74
Ethiopia|dala|591|2017|Robusta|68
Mexico|oriente|1508|2018|Arabica|68
Mexico|oriente|902|2018|Robusta|77
Nicaragua|kiambu|659|2010|Arabica|88
India|comayagua|438|2017|Arabica|60
Peru|santa rosa|574|2011|Arabica|66
Guatemala|jalapa|430|2017|Arabica|72
Vietnam|santa rosa|61|2012|Arabica|84
Brazil|vercruz|520|2018|Arabica|80
Brazil|san marcos|868|2010|Arabica|78
Ethiopia|vercruz|961|2012|Arabica|60
Vietnam|huehuetenango|1673|2015|Arabica|69
Vietnam|jalapa|299|2015|Robusta|70
Guatemala|vercruz|1255|2012|Arabica|76
Sumatra|santa rosa|579|2011|Arabica|71
Colombia|dala|481|2014|Arabica|83
Colombia|oriente|1007|2017|Arabica|76
Peru|san marcos|1802|2013|Robusta|76
Guatemala|oriente|565|2010|Arabica|60
Mexico|huehuetenango|376|2018|Arabica|81
Mexico|jalapa|1389|2015|Arabica|79
Colombia|comayagua|297|2017|Arabica|88
Sumatra|ocotepeque|1102|2013|Arabica|87
Ethiopia|huehuetenango|1403|2017|Arabica|61
Guatemala|san marcos|1828|2017|Robusta|86
Vietnam|vercruz|443|2010|Robusta|73
Brazil|oriente|762|2011|Arabica|79
Peru|jalapa|1981|2015|Arabica|64
Brazil|santa rosa|1718|2013|Arabica|80
India|vercruz|568|2018|Robusta|85
Ethiopia|vercruz|1278|2018|Robusta|86
Mexico|comayagua|185|2018|Arabica|90
Vietnam|huehuetenango|1141|2013|Arabica|67
Nicaragua|ocotepeque|517|2014|Arabica|86
Nicaragua|oriente|505|2014|Arabica|73
Sumatra|ocotepeque|1831|2017|Arabica|89
Brazil|comayagua|306|2011|Arabica|81
Guatemala|oriente|928|2013|Arabica|85
Peru|comayagua|254|2018|Robusta|75
Nicaragua|vercruz|997|2013|Arabica|65
Guatemala|dala|864|2013|Arabica|79
